,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
22699,0x977e,CUS_0x4be2,May,Christinaj,44,431-73-9913,Manager,7201.505,488.1254166666666,6,5,29,5,"Credit-Builder Loan, Student Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",21,9,14.2,15.0,Standard,2452.08,33.457389994336,13 Years and 7 Months,Yes,24.900268505522515,63.15114312799601,Low_spent_Small_value_payments,250.76113003314816,Poor
22700,0xb267,CUS_0x1b85,June,,43,912-30-2671,Entrepreneur,36228.12,3105.01,3,7,3,2,"Credit-Builder Loan, and Not Specified",6,3,11.62,2.0,Good,1475.78,29.393183208190628,27 Years and 7 Months,No,39.04583086510205,319.4205521160196,Low_spent_Small_value_payments,242.03461701887838,Good
22701,0x1a1b4,CUS_0xc574,July,erp,41,571-68-8241,Teacher,35848.82,3219.401666666666,3,4,12,3_,"Not Specified, Credit-Builder Loan, and Student Loan",25,16,0.69,5.0,Standard,1309.04,27.693988031790905,24 Years and 1 Months,No,2836.0,__10000__,High_spent_Large_value_payments,472.2697434705631,Standard
22702,0x37d5,CUS_0x64a1,August,Rochad,50,159-88-1119,Accountant,65912.38,5343.698333333334,0,4,8,0,,13,6,5.77,6.0,Good,300.63,36.41663803067068,16 Years and 3 Months,No,0.0,165.00825239903557,High_spent_Small_value_payments,629.3615809342979,Good
22703,0x192a8,CUS_0xc475,July,Steveu,17,997-76-8029,Architect,36898.38,3062.865,10,10,25,9,"Auto Loan, Debt Consolidation Loan, Not Specified, Student Loan, Personal Loan, Student Loan, Auto Loan, Personal Loan, and Student Loan",25,17,27.73,10.0,Bad,3497.36,36.184688592751286,9 Years and 5 Months,Yes,259.10861520571257,279.7861192458737,Low_spent_Small_value_payments,57.391765548413666,Standard
22704,0x7e74,CUS_0x7eda,March,Tanyau,36,692-50-2240,Doctor,162053.08,13470.423333333332,1,7,11,1,Mortgage Loan,7,7,5.63,3.0,_,1469.14,41.317467424356494,,No,96.0721304833948,767.3710524637565,High_spent_Small_value_payments,743.5991503861819,Standard
22705,0x1c861,CUS_0x9657,August,Katharina Barty,23,582-20-3144,Teacher,7123.915,,4,6,19,4,"Auto Loan, Home Equity Loan, Not Specified, and Student Loan",4,9,17.24,9.0,_,1380.44,30.075962034682323,,Yes,19.530369233903738,90.11766479077114,Low_spent_Small_value_payments,256.01792430865845,Poor
22706,0x1dcd,CUS_0xf95,April,Alexei Anishchukz,17,082-42-3634,Entrepreneur,15604.56,,9,5,25,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",27,23,8.08,2321.0,_,2686.18,37.98187464065877,19 Years and 7 Months,Yes,37.91235014270589,169.06079786574497,Low_spent_Small_value_payments,221.96485199154915,Poor
22707,0x151fe,CUS_0xc0b3,January,,44,973-12-0733,Scientist,15990.655,1244.5545833333333,7,3,17,5,"Credit-Builder Loan, Mortgage Loan, Student Loan, Student Loan, and Credit-Builder Loan",8,18_,18.85,,Standard,1214.53,34.07067317484627,14 Years and 1 Months,Yes,53.91846893142056,80.85327108647152,Low_spent_Small_value_payments,279.6837183154413,Standard
22708,0x118eb,CUS_0x56e7,June,Hetzners,15,476-63-4984,Lawyer,14581.315,1073.1095833333334,8,4,10,6,"Auto Loan, Payday Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",10,17,_,8.0,Standard,471.0,32.62397738202056,11 Years and 3 Months,Yes,61.629079535151746,46.97210259421488,Low_spent_Small_value_payments,288.70977620396667,Standard
22709,0x12655,CUS_0x7ed8,August,Hiratas,17,875-39-6024,Manager,68380.02,5427.646731963553,5,4,10,4,"Mortgage Loan, Home Equity Loan, Not Specified, and Mortgage Loan",29,20,20.43,11.0,Standard,495.54,33.97281896559443,18 Years and 3 Months,NM,593.1509303184954,244.40860436967685,High_spent_Medium_value_payments,369.56223334827484,Good
22710,0x1307f,CUS_0xbd4a,June,Brx,32,309-78-0181,Entrepreneur,112990.08,9349.84,8,4,9,-100,"Home Equity Loan, Mortgage Loan, Not Specified, and Mortgage Loan",15,14,15.19,4.0,Standard,992.89,40.768646540513096,31 Years and 2 Months,Yes,360.3414703285484,178.67653790411563,High_spent_Large_value_payments,635.9659917673359,Standard
22711,0x17c70,CUS_0x49e4,July,Lynchr,33,218-55-3668,Architect,85455.06,7125.255,4,7,6,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,16,2.29,5.0,Good,146.68,40.11866483331763,20 Years and 7 Months,No,161.40554272439888,__10000__,High_spent_Medium_value_payments,662.2833896309418,Standard
22712,0x3648,CUS_0xa1f4,July,Tripathyy,21,492-47-1980,Mechanic,15054.47,1458.539166666667,10,9,20,6,"Auto Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, and Student Loan",17,22,-0.95,7.0,Bad,1539.61_,27.45562853929481,16 Years and 1 Months,Yes,68.26365969041564,72.20074576197601,High_spent_Small_value_payments,265.389511214275,Standard
22713,0x7995,CUS_0x44f4,April,Rie Ishigurow,48,773-02-8961,Media_Manager,95421.0,,2,4,6,0,,7,3,1.36,2.0,Good,410.48,31.165645736024107,17 Years and 7 Months,No,0.0,182.23699571949868,High_spent_Large_value_payments,840.1380042805013,Good
22714,0x12540,CUS_0xb38d,July,Langej,39,307-67-5773,Teacher,18409.79,,7,10,16,5,"Auto Loan, Payday Loan, Personal Loan, Payday Loan, and Not Specified",36,21,5.16,11.0,_,1556.76,31.834178548138677,9 Years and 3 Months,Yes,57.47276725898266,215.39963318688262,Low_spent_Small_value_payments,176.5425162208014,Poor
22715,0x15fbc,CUS_0xc3aa,March,,30,172-48-6355,Engineer,24974.35_,2166.195833333333,8,7,8,0,,26,10,13.58,9.0,Standard,331.11,37.34789840674143,28 Years and 1 Months,Yes,0.0,291.27219640006723,Low_spent_Small_value_payments,215.3473869332661,Standard
22716,0x1f5e2,CUS_0x6081,May,Poornima Guptay,45,424-83-6470,Mechanic,156470.0,,1,3,8,3,"Mortgage Loan, Home Equity Loan, and Auto Loan",5,6,2.58,3.0,Good,1382.45,31.588587456972327,33 Years and 0 Months,No,261.8310155128568,329.46110276955,High_spent_Small_value_payments,953.6245483842599,Good
22717,0x23d8e,CUS_0x48be,May,Balad,44,835-01-3862,Mechanic,19927.48,1655.6233333333332,10,6,24,9,"Student Loan, Personal Loan, Student Loan, Home Equity Loan, Student Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",24,19,9.42,10.0,Bad,4346.79,22.466176957849008,10 Years and 11 Months,Yes,125.74979820414964,40.61273210054609,High_spent_Small_value_payments,259.1998030286376,Poor
22718,0x1351e,CUS_0x1bc4,January,asil Katzg,49,179-87-9194,_______,31638.5_,2418.5416666666665,7,3,14,3,"Student Loan, Not Specified, and Payday Loan",24,11,13.13,0.0,Standard,607.9,28.69324856632591,24 Years and 5 Months,NM,58.185024722757426,56.720657999214325,!@9#%8,366.9484839446949,Standard
22719,0x1ad51,CUS_0xbdfe,April,Rickm,36,210-38-6296,Architect,16698.08_,1369.1788306694482,8,6,25,6,"Not Specified, Debt Consolidation Loan, Not Specified, Payday Loan, Home Equity Loan, and Payday Loan",22,,8.41,12.0,_,1382.71,31.86211452046383,,Yes,118.68345736080614,84.93029304668566,Low_spent_Large_value_payments,279.5647522563937,Poor
22720,0x14a78,CUS_0x3061,July,Sruthid,29,991-78-2351,Scientist,17082.685,1695.5570833333334,5,7,6,6,"Home Equity Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Student Loan",27,18,8.42,4.0,Standard,560.63,30.604398544096032,7 Years and 8 Months,Yes,22199.0,150.35942312655263,Low_spent_Medium_value_payments,218.50424485873413,Standard
22721,0x22191,CUS_0x8661,April,,37,887-22-9485,Accountant,40276.27,3381.355833333333,5,4,12,3,"Payday Loan, Personal Loan, and Student Loan",24,9,13.02,9.0,_,786.37,27.30924582325117,,NM,54.11635685995331,176.31113447103553,Low_spent_Medium_value_payments,387.70809200234453,Poor
22722,0x10694,CUS_0xacd9,March,Oliviad,29,234-43-1548,Architect,64840.32_,,6,7,18,6,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",29,10,13.14,7.0,Standard,2469.99,30.888416973582864,9 Years and 0 Months,Yes,190.8036633843741,266.4966982976249,Low_spent_Large_value_payments,331.53563831800096,Poor
22723,0x1323d,CUS_0x6ae2,August,,36,875-53-5736,Writer,37579.75_,2891.645833333333,3,1,5,0,,12,6,7.39,2.0,_,865.97,28.801331214348373,18 Years and 4 Months,NM,0.0,35.06453340374261,High_spent_Medium_value_payments,504.10004992959085,Good
22724,0xdb81,CUS_0x8f3a,April,Estelle Shirbond,44,474-03-7921,Accountant,70566.82,,8,6,14,1,Personal Loan,33,,5.43,0.0,_,1256.67,22.96374130092744,20 Years and 2 Months,Yes,30.09371436515327,777.1218274010913,Low_spent_Small_value_payments,89.84129156708889,Standard
22725,0x11baa,CUS_0xbdac,January,Noonanm,25,238-72-7105,Writer,35913.64,3015.8033333333333,7,6,32,2,"Mortgage Loan, and Mortgage Loan",25,15,5.4,7.0,Bad,1898.0,26.081969272730294,14 Years and 10 Months,Yes,33.91419525435881,136.1062937644301,High_spent_Small_value_payments,391.55984431454436,Poor
22726,0x16a24,CUS_0xc653,March,,41,030-58-1857,Architect,21380.065_,2005.672083333333,2,2,5,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",-1,,5.79,2.0,Good,764.08,28.951869687241288,23 Years and 10 Months,No,30.57084864529907,215.9559232063592,Low_spent_Small_value_payments,244.0404364816751,Good
22727,0x46da,CUS_0x6865,January,Eva Kuehneno,42,292-07-5024,Entrepreneur,31645.66,2676.1383333333333,4,4,4,2,"Auto Loan, and Personal Loan",25,14,8.6,4.0,Good,807.06,32.943315164590274,26 Years and 1 Months,No,34.25754124687306,__10000__,Low_spent_Large_value_payments,331.11059052015645,Good
22728,0xf92f,CUS_0x247c,June,Sn,48,478-48-3295,_______,119321.84,9694.486666666666,3,5,19,4,"Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",22,19,1.85,1.0,_,149.44,35.92576990360675,18 Years and 8 Months,No,344.57814529285287,718.5209092431502,Low_spent_Medium_value_payments,186.34961213066362,Standard
22729,0x23581,CUS_0x57f0,August,Kateb,31,146-34-8954,Writer,171781.8,14185.15,0,3,1,2,"Payday Loan, and Payday Loan",10,12,5.62,5.0,Good,275.92,27.14635984268217,19 Years and 5 Months,No,258.7493458892568,811.3015421825103,Low_spent_Large_value_payments,618.4641119282331,Good
22730,0x2252a,CUS_0x25d8,January,,49,373-55-7769,Architect,43508.74,3397.728333333333,0,3,1,2,"Debt Consolidation Loan, and Credit-Builder Loan",3,13,11.17,4.0,Good,54.17,38.098851259337394,,No,68.82170473665431,54.22243818308007,High_spent_Large_value_payments,456.728690413599,Poor
22731,0x1e045,CUS_0x1ba9,April,Scott Malonef,29,391-18-9705,Media_Manager,78066.48,6673.54,7,8,20,4,"Home Equity Loan, Auto Loan, Payday Loan, and Personal Loan",38,10,11.2,9.0,Standard,1703.06,25.8250945503324,16 Years and 11 Months,Yes,132.91117502311965,215.45096420906773,High_spent_Medium_value_payments,568.9918607678127,Poor
22732,0x387c,CUS_0xaf4a,July,Lakmidash,49,102-64-9911,Entrepreneur,19848.365,1905.030416666667,5,3,1,-100,"Personal Loan, and Auto Loan",12,10,7.38,8.0,Good,1278.69,28.35324034168486,33 Years and 4 Months,NM,23.24702152716288,33.92599811972694,High_spent_Small_value_payments,393.33002201977683,Standard
22733,0x1b961,CUS_0x9eef,August,Maushagens,43,640-76-5288,Engineer,16574.41,1183.200833333333,272,5,11,7,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",13,16,7.35,10.0,Standard,307.19,40.40052422100179,10 Years and 8 Months,Yes,56.12305995358121,48.733207237389955,Low_spent_Small_value_payments,303.4638161423622,Standard
22734,0x1b247,CUS_0xaa85,February,Kubotaf,55,#F%$D@*&8,Accountant,100097.19_,8455.4325,5,4,1,4,"Not Specified, Student Loan, Payday Loan, and Home Equity Loan",16,10,8.62,1.0,Good,817.57,37.946947277899945,21 Years and 10 Months,No,177.27711183817158,184.1431339778851,High_spent_Medium_value_payments,734.1230041839435,Poor
22735,0xbd60,CUS_0xb3f2,July,,38,198-29-0316,Writer,16099.62,,3,6,14,0,,16,8,9.14,7.0,Standard,1042.78,30.614244357481407,8 Years and 9 Months,Yes,0.0,97.57759412704657,!@9#%8,303.58590587295345,Standard
22736,0x17db,CUS_0x571f,June,Emily Flitterl,19,#F%$D@*&8,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0.0,Standard,233.79,28.105704471180974,24 Years and 8 Months,No,100.18936089086122,66.77787001883797,High_spent_Medium_value_payments,663.0604357569674,Standard
22737,0xf2ff,CUS_0x9b8b,June,Karen Freifeldr,37,963-35-0135,Journalist,8940.14,933.0116666666668,3,4,8,5,"Payday Loan, Not Specified, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",5,15,1.1199999999999992,5.0,_,1250.27,38.8137402003253,7 Years and 9 Months,Yes,35.22170250967845,66.91840367414672,Low_spent_Large_value_payments,261.1610604828415,Standard
22738,0xe37a,CUS_0xbd5b,May,Valentinaj,28,652-29-5461,Developer,31040.14,2474.6783333333333,3,5,16,2,"Auto Loan, and Mortgage Loan",7,8,13.77,5.0,_,1288.66,36.7629885229636,29 Years and 9 Months,NM,44.31614812683518,168.5542359897474,Low_spent_Small_value_payments,324.5974492167508,Standard
22739,0xb593,CUS_0x953d,February,Ny,24,884-63-2579,Engineer,37419.7,3174.308333333333,1,7,5,4,"Student Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",8,1,11.69,,Good,653.66,40.84261554143765,21 Years and 9 Months,No,76.18253576332933,63.5395251942973,!@9#%8,427.7087723757067,Good
22740,0xeaba,CUS_0x9395,January,Sagex,47,147-24-9906,_______,102260.0,8580.666666666666,5,1394,7,3,"Payday Loan, Credit-Builder Loan, and Mortgage Loan",29,13,18.08,3.0,_,407.46,33.81505228639984,26 Years and 3 Months,Yes,233.34450429137772,159.22683941969132,High_spent_Large_value_payments,705.4953229555977,Standard
22741,0x7bb0,CUS_0x8ad9,March,Podkuln,37_,#F%$D@*&8,Entrepreneur,49570.5,4335.875,6,8,24,4,"Credit-Builder Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",16,21_,4.86,6.0,Bad,1697.98,32.91595821799509,11 Years and 1 Months,Yes,130.63491905089842,109.21565675494548,High_spent_Large_value_payments,433.736924194156,Poor
22742,0x25153,CUS_0x40c8,February,Deepa Seetharamanm,48,264-82-1553,Media_Manager,91702.14,7455.845,5,7,10,3,"Student Loan, Not Specified, and Payday Loan",13,3,0.87,2.0,Good,233.12,35.80298218274715,20 Years and 3 Months,No,140.7271245194409,269.96690095600684,Low_spent_Small_value_payments,624.8904745245522,Poor
22743,0x23f86,CUS_0xa092,May,Rascoeh,53,670-07-0614,Manager,108258.27,9260.5225,1,4,11,0,,15,1,6.64,6.0,Good,544.82,28.080890461303163,33 Years and 1 Months,No,0.0,196.618720502318,High_spent_Large_value_payments,969.433529497682,Good
22744,0x1c5bf,CUS_0x44a4,June,Finkle Noele,38,364-60-4810,Lawyer,56545.44,4619.12,8,8,27,7,"Payday Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",41,24,3.04,10.0,Bad,2493.18,29.20770212123266,13 Years and 6 Months,Yes,184.67564631467988,438.5171871413712,Low_spent_Medium_value_payments,118.71916654394892,Standard
22745,0x198c0,CUS_0x924a,July,,18,382-11-8649,Journalist,9829.665,,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,19,17.54,9.0,_,2783.29,25.398155883172212,5 Years and 11 Months,Yes,41.54009594798175,55.58046669059706,Low_spent_Medium_value_payments,279.8933123614212,Standard
22746,0xb6fa,CUS_0x5a89,January,Deepa Seetharamanf,2577,574-51-2436,Developer,28405.61,2645.1341666666667,7,7,6,3,"Student Loan, Auto Loan, and Personal Loan",30,18,8.42,4.0,_,582.97,36.36996769193287,22 Years and 9 Months,No,56.958975027256635,116.51697002917776,High_spent_Small_value_payments,351.03747161023233,Standard
22747,0x14e8a,CUS_0x7532,May,Dennyn,40,313-78-7187,Musician,30839.77,2203.9453378778685,4,6,20,3,"Payday Loan, Debt Consolidation Loan, and Home Equity Loan",20,11,7.66,4.0,Standard,1086.63,28.965292942769747,25 Years and 2 Months,No,218.7546585183884,119.3286109355373,Low_spent_Small_value_payments,328.5503093348725,Standard
22748,0x63f9,CUS_0x8112,April,Alisterd,48,254-65-1126,Mechanic,124814.04_,10164.17,1,3,7,2,"Personal Loan, and Student Loan",26,1,6.36,6.0,Good,660.33,42.872902143402136,22 Years and 7 Months,No,138.01943335902186,131.99978227139255,High_spent_Large_value_payments,986.3977843695856,Standard
22749,0x8052,CUS_0x61de,January,Kotokyz,40,547-03-3727,Doctor,32152.32,2475.36,1576,3,5,1,Personal Loan,20,17,2.57,3.0,Standard,1100.76,29.814625091062545,30 Years and 11 Months,No,22.75178377508429,,Low_spent_Medium_value_payments,270.2631886622065,Standard
22750,0x13f02,CUS_0x80bd,January,Ann Saphirp,35,534-53-3213,Manager,18550.4,1660.8666666666668,3,4,34,2,"Not Specified, and Credit-Builder Loan",17,10,15.08,5.0,_,1368.63,24.526610679059008,9 Years and 3 Months,Yes,28.830799885507368,__10000__,High_spent_Large_value_payments,337.20195316248237,Poor
22751,0x6b58,CUS_0x42f,July,Andreas Cremerj,43,979-48-2080,Engineer,36366.68,2987.556666666667,5,4,13,2,"Student Loan, and Personal Loan",16,18,13.17,4.0,Standard,484.73,28.553047684021468,,Yes,52.17659090535482,134.45348985390922,Low_spent_Medium_value_payments,392.1255859074026,Standard
22752,0x13cbc,CUS_0x3a70,July,Albertoq,31,727-71-6595,Teacher,106928.84,9110.736666666666,5,3,13,4,"Home Equity Loan, Mortgage Loan, Not Specified, and Home Equity Loan",19,11,15.88,10.0,Standard,619.74,25.523558696189767,17 Years and 2 Months,Yes,240.7332369784994,564.3187405630769,Low_spent_Large_value_payments,376.0216891250904,Standard
22753,0x83ac,CUS_0x46ff,July,Strupczewskih,36,846-58-3098,Lawyer,72849.56,6118.796666666666,3,3,12,6,"Personal Loan, Payday Loan, Auto Loan, Personal Loan, Auto Loan, and Auto Loan",21,17,12.07,9.0,Standard,965.85,37.36720796389345,,Yes,230.4748559348489,318.54507726086536,Low_spent_Medium_value_payments,342.8597334709524,Standard
22754,0x22f08,CUS_0x1f9c,July,Lomi Kriely,41,#F%$D@*&8,Entrepreneur,15258.95,,3,6,1,0,,3,6,10.06,5.0,Good,1075.37,37.0353884602977,23 Years and 9 Months,No,0.0,39.475972941924006,High_spent_Small_value_payments,371.38194372474265,Good
22755,0xcfbc,CUS_0x6b82,March,Jonathan Sauls,25,#F%$D@*&8,Musician,58208.24,4748.6866666666665,9,9,26,8,"Debt Consolidation Loan, Not Specified, Personal Loan, Personal Loan, Personal Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",34,16,5.24,12.0,_,2551.84,33.67125733653842,10 Years and 3 Months,Yes,223.92009063068545,126.98969153203123,High_spent_Medium_value_payments,373.95888450394995,Poor
22756,0x23f0e,CUS_0x4de9,May,Norihikoc,36,#F%$D@*&8,Writer,36820.36,3300.3633333333332,5,3,5,2,"Mortgage Loan, and Student Loan",27,16,20.92,11.0,Standard,975.09,35.42461385620074,17 Years and 9 Months,Yes,58.971305118755595,67.55970521457891,!@9#%8,453.50532299999884,Standard
22757,0x5a22,CUS_0xbb95,May,LaCapra Grantj,20,342-02-2232,Engineer,61600.83,5313.4025,7,7,16,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",15,14,18.46,5.0,Standard,2062.09,30.64050825292419,19 Years and 1 Months,Yes,125.50502172550163,587.9340571313097,Low_spent_Small_value_payments,107.90117114318883,Standard
22758,0x1fe68,CUS_0x75f,March,Jessicai,31,992-15-8442,Musician,78188.84,6296.736666666668,3,6,17,3,"Debt Consolidation Loan, Personal Loan, and Not Specified",16,17,8.56,8.0,_,605.86,24.569776580277967,15 Years and 1 Months,Yes,195.10234618875043,308.63198032520853,High_spent_Small_value_payments,385.93934015270776,Standard
22759,0x1f71,CUS_0x88a0,April,Tarmov,30,266-68-0248,Manager,76087.68,6155.6399999999985,6,3,9,4,"Payday Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",15,3478,13.73,2.0,Standard,50.22,24.91935150647275,21 Years and 10 Months,Yes,232.06607700765417,436.65557542771165,Low_spent_Medium_value_payments,226.84234756463425,Standard
22760,0x1e798,CUS_0x5342,July,Alexei Oreskovicz,39,407-46-5571,Media_Manager,142395.12,12049.26,7,5,18,3_,"Mortgage Loan, Home Equity Loan, and Personal Loan",13,13,8.89,6.0,Standard,505.07,30.74629107759995,17 Years and 10 Months,NM,199.9046912870401,232.23419033737343,High_spent_Large_value_payments,1012.7871183755867,Poor
22761,0xa027,CUS_0xa226,February,Lisa Juccad,34,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",10,,6.51,5.0,Good,1199.47,36.62085766135551,18 Years and 3 Months,No,38.72608300260938,146.97010470683588,!@9#%8,271.30760395722143,Good
22762,0x25c37,CUS_0x6044,June,Euan Rochab,36,334-17-4619,Journalist,19147.2,1692.6,3,5,5,0,,9,19,10.0,0.0,Standard,1347.02,35.78796624522806,27 Years and 3 Months,Yes,0.0,138.61180356799343,Low_spent_Small_value_payments,320.64819643200656,Poor
22763,0x13f94,CUS_0x24c3,March,Thomasj,52,484-34-7482,Lawyer,84602.38,6800.198333333334,2,4,11,-100,,5,12,7.5,3.0,Good,806.02,36.81902529431756,31 Years and 11 Months,No,0.0,566.6445136934504,Low_spent_Small_value_payments,403.37531963988295,Good
22764,0x8857,CUS_0xaa3b,February,Emily Stephensonj,36,940-15-6881,Accountant,31892.18,2932.681666666667,5,3,20,2,"Credit-Builder Loan, and Auto Loan",21,19,4.14,5.0,Standard,507.01,30.87004866485809,31 Years and 11 Months,No,38.144027001012226,176.9627797965501,High_spent_Small_value_payments,338.1613598691044,Standard
22765,0x1bb56,CUS_0x9148,May,Denist,33,805-29-0745,Entrepreneur,17685.03,1358.7524999999996,8,7,2,2,"Debt Consolidation Loan, and Credit-Builder Loan",15,19,9.63,0.0,_,207.1,31.111588373939146,17 Years and 5 Months,No,27.20744289480305,62.15922044037665,Low_spent_Small_value_payments,336.50858666482026,Standard
22766,0x4716,CUS_0x414d,January,Jonasb,20,#F%$D@*&8,Architect,91717.32,7856.11,3,4,7,2,"Payday Loan, and Not Specified",8,19,4.39,2.0,Standard,1.48,27.344609288159727,30 Years and 3 Months,Yes,146.91841949262096,221.4492895437817,High_spent_Small_value_payments,677.2432909635972,Standard
22767,0xa996,CUS_0xa260,May,Michaela,34,645-88-6941,_______,33061.79,2752.149166666666,3,5,9,3,"Debt Consolidation Loan, Personal Loan, and Mortgage Loan",19,10,8.38,3.0,Standard,953.68,28.92839270572836,19 Years and 11 Months,No,81.9881354220787,32.08798412477705,High_spent_Medium_value_payments,411.1387971198109,Standard
22768,0x10c36,CUS_0xab1e,May,Sarahb,28,752-72-2018,Teacher,175191.4,14862.283333333333,2,3,3,1,Mortgage Loan,23,12,2.8,2.0,Good,436.11,36.957130715198424,20 Years and 3 Months,No,123.71728347767994,311.12099479736014,High_spent_Medium_value_payments,1301.3900550582935,Poor
22769,0xab5d,CUS_0x1cc0,April,Tom Milesf,27,957-41-7466,Media_Manager,95189.64,7924.47,5,3,2,4,"Student Loan, Payday Loan, Not Specified, and Student Loan",5,4,7.74,1.0,Good,722.48,42.56691068903674,25 Years and 1 Months,No,203.66117963557053,__10000__,High_spent_Medium_value_payments,753.111639065352,Good
22770,0x12e4a,CUS_0xbc04,May,Wachtelf,22,092-71-2457,Entrepreneur,70361.76,5657.48,4,6,18,4,"Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",9,18,16.48,6.0,Standard,2171.51,23.55210956641127,10 Years and 0 Months,NM,132.06058390304173,200.1058315225256,High_spent_Small_value_payments,493.5815845744328,Standard
22771,0x18105,CUS_0x647e,April,Alessr,5069,433-00-3832,Manager,11688.93,,6,7,19,4,"Mortgage Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",21,7,5.3,4.0,Standard,1066.48_,33.60441542360471,28 Years and 11 Months,No,31.782137701650857,156.54110808869385,Low_spent_Small_value_payments,225.58450420965528,Standard
22772,0x18f83,CUS_0x24cc,June,Kate Holtonv,30_,574-39-8582,Writer,36186.85,2797.570833333333,0,4,12,1_,Mortgage Loan,19,10,7.21,2.0,Good,761.58,26.52623255912546,29 Years and 8 Months,No,18.3093430678619,355.19923021391367,Low_spent_Small_value_payments,196.24851005155782,Standard
22773,0x1c1dc,CUS_0x4fa6,July,Gareth Jonesj,18,085-81-0307,Lawyer,33884.76,2626.1986292298348,7,5,17,3,"Mortgage Loan, Auto Loan, and Student Loan",60,25,10.01,12.0,Bad,1379.31,37.467804580279314,20 Years and 3 Months,Yes,341.84149522506334,284.75247817514685,Low_spent_Medium_value_payments,212.51039736995492,Poor
22774,0x7e9b,CUS_0xba13,June,Vaughanr,18,206-40-8360,Architect,13032.705,1032.05875,5,6,3,4,"Personal Loan, Student Loan, Payday Loan, and Student Loan",13,20,2.11,0.0,Good,1497.16,26.983820519886464,,No,28.85989008357431,,Low_spent_Small_value_payments,305.05809798129155,Standard
22775,0x17fdd,CUS_0x2e43,August,Laurence Frosth,40,965-75-3593,Journalist,10651.65,615.6374999999998,7,6,9,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",10,20,16.95,5.0,Standard,1325.65,36.92791553668255,19 Years and 5 Months,Yes,25.232896447835103,43.03086106101049,Low_spent_Large_value_payments,263.2999924911544,Standard
22776,0x1ee27,CUS_0x8f02,June,Saphirg,50,465-41-7749,Lawyer,40330.08,,5,6,3,-100,"Personal Loan, Home Equity Loan, Not Specified, and Mortgage Loan",10,3,7.79,5.0,Good,613.91,29.03268281360292,20 Years and 9 Months,No,108.80262549455244,137.98838585331907,!@9#%8,330.3929886521285,Standard
22777,0x8179,CUS_0x5bdb,August,Rv,42,419-12-7067,Engineer,7866.91,814.5758333333333,3,1498,11,7,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, and Payday Loan",26,2697,13.97,6.0,_,1076.09,37.383783821618685,11 Years and 6 Months,Yes,23.926064032808227,__10000__,!@9#%8,311.9382334129657,Standard
22778,0x1da43,CUS_0x693b,February,Andreax,46,791-19-2569,Lawyer,88088.06999999998,7248.6725,6,6,19,1,Debt Consolidation Loan,10,6,_,3.0,Standard,195.23,23.536101762431787,22 Years and 9 Months,Yes,51.15846736912714,944.2457154767903,!@9#%8,19.463067154082523,Standard
